state,date,Population,deaths,confirmed
AK,01/22/20,731545,0,0
AK,01/23/20,731545,0,0
AK,01/24/20,731545,0,0
AK,01/25/20,731545,0,0
AK,01/26/20,731545,0,0
AK,01/27/20,731545,0,0
AK,01/28/20,731545,0,0
AK,01/29/20,731545,0,0
AK,01/30/20,731545,0,0
AK,01/31/20,731545,0,0
AK,02/01/20,731545,0,0
AK,02/10/20,731545,0,0
AK,02/11/20,731545,0,0
AK,02/12/20,731545,0,0
AK,02/13/20,731545,0,0
AK,02/14/20,731545,0,0
AK,02/15/20,731545,0,0
AK,02/16/20,731545,0,0
AK,02/17/20,731545,0,0
AK,02/18/20,731545,0,0
AK,02/19/20,731545,0,0
AK,02/02/20,731545,0,0
AK,02/20/20,731545,0,0
AK,02/21/20,731545,0,0
AK,02/22/20,731545,0,0
AK,02/23/20,731545,0,0
AK,02/24/20,731545,0,0
AK,02/25/20,731545,0,0
AK,02/26/20,731545,0,0
AK,02/27/20,731545,0,0
AK,02/28/20,731545,0,0
AK,02/29/20,731545,0,0
AK,02/03/20,731545,0,0
AK,02/04/20,731545,0,0
AK,02/05/20,731545,0,0
AK,02/06/20,731545,0,0
AK,02/07/20,731545,0,0
AK,02/08/20,731545,0,0
AK,02/09/20,731545,0,0
AK,03/01/20,731545,0,0
AK,03/10/20,731545,0,0
AK,03/11/20,731545,0,0
AK,03/12/20,731545,0,0
AK,03/13/20,731545,0,1
AK,03/14/20,731545,0,1
AK,03/15/20,731545,0,1
AK,03/16/20,731545,0,1
AK,03/17/20,731545,0,3
AK,03/18/20,731545,0,5
AK,03/19/20,731545,0,8
AK,03/02/20,731545,0,0
AK,03/20/20,731545,0,11
AK,03/21/20,731545,0,13
AK,03/22/20,731545,0,18
AK,03/23/20,731545,0,30
AK,03/24/20,731545,0,34
AK,03/25/20,731545,1,41
AK,03/26/20,731545,1,56
AK,03/27/20,731545,1,58
AK,03/28/20,731545,2,85
AK,03/29/20,731545,2,102
AK,03/03/20,731545,0,0
AK,03/30/20,731545,3,114
AK,03/31/20,731545,3,119
AK,03/04/20,731545,0,0
AK,03/05/20,731545,0,0
AK,03/06/20,731545,0,0
AK,03/07/20,731545,0,0
AK,03/08/20,731545,0,0
AK,03/09/20,731545,0,0
AK,04/01/20,731545,3,132
AK,04/10/20,731545,7,246
AK,04/11/20,731545,8,257
AK,04/02/20,731545,3,143
AK,04/03/20,731545,3,157
AK,04/04/20,731545,5,171
AK,04/05/20,731545,6,185
AK,04/06/20,731545,6,190
AK,04/07/20,731545,6,213
AK,04/08/20,731545,7,226
AK,04/09/20,731545,7,235
AL,01/22/20,4903185,0,0
AL,01/23/20,4903185,0,0
AL,01/24/20,4903185,0,0
AL,01/25/20,4903185,0,0
AL,01/26/20,4903185,0,0
AL,01/27/20,4903185,0,0
AL,01/28/20,4903185,0,0
AL,01/29/20,4903185,0,0
AL,01/30/20,4903185,0,0
AL,01/31/20,4903185,0,0
AL,02/01/20,4903185,0,0
AL,02/10/20,4903185,0,0
AL,02/11/20,4903185,0,0
AL,02/12/20,4903185,0,0
AL,02/13/20,4903185,0,0
AL,02/14/20,4903185,0,0
AL,02/15/20,4903185,0,0
AL,02/16/20,4903185,0,0
AL,02/17/20,4903185,0,0
AL,02/18/20,4903185,0,0
AL,02/19/20,4903185,0,0
AL,02/02/20,4903185,0,0
AL,02/20/20,4903185,0,0
AL,02/21/20,4903185,0,0
AL,02/22/20,4903185,0,0
AL,02/23/20,4903185,0,0
AL,02/24/20,4903185,0,0
AL,02/25/20,4903185,0,0
AL,02/26/20,4903185,0,0
AL,02/27/20,4903185,0,0
AL,02/28/20,4903185,0,0
AL,02/29/20,4903185,0,0
AL,02/03/20,4903185,0,0
AL,02/04/20,4903185,0,0
AL,02/05/20,4903185,0,0
AL,02/06/20,4903185,0,0
AL,02/07/20,4903185,0,0
AL,02/08/20,4903185,0,0
AL,02/09/20,4903185,0,0
AL,03/01/20,4903185,0,0
AL,03/10/20,4903185,0,0
AL,03/11/20,4903185,0,0
AL,03/12/20,4903185,0,0
AL,03/13/20,4903185,0,5
AL,03/14/20,4903185,0,7
AL,03/15/20,4903185,0,11
AL,03/16/20,4903185,0,29
AL,03/17/20,4903185,0,39
AL,03/18/20,4903185,0,51
AL,03/19/20,4903185,0,78
AL,03/02/20,4903185,0,0
AL,03/20/20,4903185,0,106
AL,03/21/20,4903185,0,131
AL,03/22/20,4903185,0,157
AL,03/23/20,4903185,0,196
AL,03/24/20,4903185,0,242
AL,03/25/20,4903185,1,381
AL,03/26/20,4903185,1,517
AL,03/27/20,4903185,4,587
AL,03/28/20,4903185,4,694
AL,03/29/20,4903185,10,825
AL,03/03/20,4903185,0,0
AL,03/30/20,4903185,10,899
AL,03/31/20,4903185,23,987
AL,03/04/20,4903185,0,0
AL,03/05/20,4903185,0,0
AL,03/06/20,4903185,0,0
AL,03/07/20,4903185,0,0
AL,03/08/20,4903185,0,0
AL,03/09/20,4903185,0,0
AL,04/01/20,4903185,27,1060
AL,04/10/20,4903185,80,2947
AL,04/11/20,4903185,92,3217
AL,04/02/20,4903185,32,1233
AL,04/03/20,4903185,38,1495
AL,04/04/20,4903185,44,1614
AL,04/05/20,4903185,45,1765
AL,04/06/20,4903185,49,1952
AL,04/07/20,4903185,64,2169
AL,04/08/20,4903185,66,2328
AL,04/09/20,4903185,70,2703
AR,01/22/20,3017804,0,0
AR,01/23/20,3017804,0,0
AR,01/24/20,3017804,0,0
AR,01/25/20,3017804,0,0
AR,01/26/20,3017804,0,0
AR,01/27/20,3017804,0,0
AR,01/28/20,3017804,0,0
AR,01/29/20,3017804,0,0
AR,01/30/20,3017804,0,0
AR,01/31/20,3017804,0,0
AR,02/01/20,3017804,0,0
AR,02/10/20,3017804,0,0
AR,02/11/20,3017804,0,0
AR,02/12/20,3017804,0,0
AR,02/13/20,3017804,0,0
AR,02/14/20,3017804,0,0
AR,02/15/20,3017804,0,0
AR,02/16/20,3017804,0,0
AR,02/17/20,3017804,0,0
AR,02/18/20,3017804,0,0
AR,02/19/20,3017804,0,0
AR,02/02/20,3017804,0,0
AR,02/20/20,3017804,0,0
AR,02/21/20,3017804,0,0
AR,02/22/20,3017804,0,0
AR,02/23/20,3017804,0,0
AR,02/24/20,3017804,0,0
AR,02/25/20,3017804,0,0
AR,02/26/20,3017804,0,0
AR,02/27/20,3017804,0,0
AR,02/28/20,3017804,0,0
AR,02/29/20,3017804,0,0
AR,02/03/20,3017804,0,0
AR,02/04/20,3017804,0,0
AR,02/05/20,3017804,0,0
AR,02/06/20,3017804,0,0
AR,02/07/20,3017804,0,0
AR,02/08/20,3017804,0,0
AR,02/09/20,3017804,0,0
AR,03/01/20,3017804,0,0
AR,03/10/20,3017804,0,0
AR,03/11/20,3017804,0,0
AR,03/12/20,3017804,0,0
AR,03/13/20,3017804,0,9
AR,03/14/20,3017804,0,12
AR,03/15/20,3017804,0,3
AR,03/16/20,3017804,0,3
AR,03/17/20,3017804,0,3
AR,03/18/20,3017804,0,4
AR,03/19/20,3017804,0,62
AR,03/02/20,3017804,0,0
AR,03/20/20,3017804,0,100
AR,03/21/20,3017804,0,122
AR,03/22/20,3017804,0,165
AR,03/23/20,3017804,0,192
AR,03/24/20,3017804,2,219
AR,03/25/20,3017804,2,280
AR,03/26/20,3017804,2,335
AR,03/27/20,3017804,3,381
AR,03/28/20,3017804,5,409
AR,03/29/20,3017804,6,426
AR,03/03/20,3017804,0,0
AR,03/30/20,3017804,7,473
AR,03/31/20,3017804,8,523
AR,03/04/20,3017804,0,0
AR,03/05/20,3017804,0,0
AR,03/06/20,3017804,0,0
AR,03/07/20,3017804,0,0
AR,03/08/20,3017804,0,0
AR,03/09/20,3017804,0,0
AR,04/01/20,3017804,10,584
AR,04/10/20,3017804,21,1171
AR,04/11/20,3017804,25,1228
AR,04/02/20,3017804,12,643
AR,04/03/20,3017804,12,704
AR,04/04/20,3017804,14,743
AR,04/05/20,3017804,16,837
AR,04/06/20,3017804,16,875
AR,04/07/20,3017804,18,946
AR,04/08/20,3017804,18,1000
AR,04/09/20,3017804,21,1119
AZ,01/22/20,7278717,0,0
AZ,01/23/20,7278717,0,0
AZ,01/24/20,7278717,0,0
AZ,01/25/20,7278717,0,0
AZ,01/26/20,7278717,0,1
AZ,01/27/20,7278717,0,1
AZ,01/28/20,7278717,0,1
AZ,01/29/20,7278717,0,1
AZ,01/30/20,7278717,0,1
AZ,01/31/20,7278717,0,1
AZ,02/01/20,7278717,0,1
AZ,02/10/20,7278717,0,1
AZ,02/11/20,7278717,0,1
AZ,02/12/20,7278717,0,1
AZ,02/13/20,7278717,0,1
AZ,02/14/20,7278717,0,1
AZ,02/15/20,7278717,0,1
AZ,02/16/20,7278717,0,1
AZ,02/17/20,7278717,0,1
AZ,02/18/20,7278717,0,1
AZ,02/19/20,7278717,0,1
AZ,02/02/20,7278717,0,1
AZ,02/20/20,7278717,0,1
AZ,02/21/20,7278717,0,1
AZ,02/22/20,7278717,0,1
AZ,02/23/20,7278717,0,1
AZ,02/24/20,7278717,0,1
AZ,02/25/20,7278717,0,1
AZ,02/26/20,7278717,0,1
AZ,02/27/20,7278717,0,1
AZ,02/28/20,7278717,0,1
AZ,02/29/20,7278717,0,1
AZ,02/03/20,7278717,0,1
AZ,02/04/20,7278717,0,1
AZ,02/05/20,7278717,0,1
AZ,02/06/20,7278717,0,1
AZ,02/07/20,7278717,0,1
AZ,02/08/20,7278717,0,1
AZ,02/09/20,7278717,0,1
AZ,03/01/20,7278717,0,1
AZ,03/10/20,7278717,0,6
AZ,03/11/20,7278717,0,9
AZ,03/12/20,7278717,0,9
AZ,03/13/20,7278717,0,9
AZ,03/14/20,7278717,0,12
AZ,03/15/20,7278717,0,12
AZ,03/16/20,7278717,0,18
AZ,03/17/20,7278717,0,20
AZ,03/18/20,7278717,0,27
AZ,03/19/20,7278717,0,45
AZ,03/02/20,7278717,0,1
AZ,03/20/20,7278717,0,68
AZ,03/21/20,7278717,1,104
AZ,03/22/20,7278717,2,152
AZ,03/23/20,7278717,2,235
AZ,03/24/20,7278717,5,326
AZ,03/25/20,7278717,6,401
AZ,03/26/20,7278717,8,508
AZ,03/27/20,7278717,13,665
AZ,03/28/20,7278717,15,773
AZ,03/29/20,7278717,17,919
AZ,03/03/20,7278717,0,1
AZ,03/30/20,7278717,20,1157
AZ,03/31/20,7278717,24,1289
AZ,03/04/20,7278717,0,1
AZ,03/05/20,7278717,0,1
AZ,03/06/20,7278717,0,2
AZ,03/07/20,7278717,0,4
AZ,03/08/20,7278717,0,4
AZ,03/09/20,7278717,0,4
AZ,04/01/20,7278717,29,1530
AZ,04/10/20,7278717,97,3112
AZ,04/11/20,7278717,108,3393
AZ,04/02/20,7278717,32,1715
AZ,04/03/20,7278717,41,1937
AZ,04/04/20,7278717,52,2187
AZ,04/05/20,7278717,64,2486
AZ,04/06/20,7278717,65,2732
AZ,04/07/20,7278717,73,2870
AZ,04/08/20,7278717,80,3036
AZ,04/09/20,7278717,89,3018
CA,01/22/20,39512223,0,0
CA,01/23/20,39512223,0,0
CA,01/24/20,39512223,0,0
CA,01/25/20,39512223,0,0
CA,01/26/20,39512223,0,2
CA,01/27/20,39512223,0,2
CA,01/28/20,39512223,0,2
CA,01/29/20,39512223,0,2
CA,01/30/20,39512223,0,2
CA,01/31/20,39512223,0,3
CA,02/01/20,39512223,0,3
CA,02/10/20,39512223,0,6
CA,02/11/20,39512223,0,7
CA,02/12/20,39512223,0,7
CA,02/13/20,39512223,0,8
CA,02/14/20,39512223,0,8
CA,02/15/20,39512223,0,8
CA,02/16/20,39512223,0,8
CA,02/17/20,39512223,0,8
CA,02/18/20,39512223,0,8
CA,02/19/20,39512223,0,8
CA,02/02/20,39512223,0,3
CA,02/20/20,39512223,0,8
CA,02/21/20,39512223,0,10
CA,02/22/20,39512223,0,10
CA,02/23/20,39512223,0,10
CA,02/24/20,39512223,0,10
CA,02/25/20,39512223,0,10
CA,02/26/20,39512223,0,10
CA,02/27/20,39512223,0,11
CA,02/28/20,39512223,0,11
CA,02/29/20,39512223,0,12
CA,02/03/20,39512223,0,6
CA,02/04/20,39512223,0,6
CA,02/05/20,39512223,0,6
CA,02/06/20,39512223,0,6
CA,02/07/20,39512223,0,6
CA,02/08/20,39512223,0,6
CA,02/09/20,39512223,0,6
CA,03/01/20,39512223,0,12
CA,03/10/20,39512223,2,144
CA,03/11/20,39512223,4,178
CA,03/12/20,39512223,4,221
CA,03/13/20,39512223,4,281
CA,03/14/20,39512223,3,372
CA,03/15/20,39512223,5,373
CA,03/16/20,39512223,7,557
CA,03/17/20,39512223,12,700
CA,03/18/20,39512223,16,828
CA,03/19/20,39512223,18,1005
CA,03/02/20,39512223,0,21
CA,03/20/20,39512223,24,1243
CA,03/21/20,39512223,25,1405
CA,03/22/20,39512223,30,1646
CA,03/23/20,39512223,39,2108
CA,03/24/20,39512223,50,2538
CA,03/25/20,39512223,65,2998
CA,03/26/20,39512223,81,3899
CA,03/27/20,39512223,94,4657
CA,03/28/20,39512223,110,5095
CA,03/29/20,39512223,124,5852
CA,03/03/20,39512223,0,25
CA,03/30/20,39512223,146,7138
CA,03/31/20,39512223,173,8210
CA,03/04/20,39512223,1,35
CA,03/05/20,39512223,1,51
CA,03/06/20,39512223,1,59
CA,03/07/20,39512223,1,81
CA,03/08/20,39512223,1,95
CA,03/09/20,39512223,1,101
CA,04/01/20,39512223,199,9399
CA,04/10/20,39512223,583,21081
CA,04/11/20,39512223,605,21706
CA,04/02/20,39512223,238,10773
CA,04/03/20,39512223,265,12004
CA,04/04/20,39512223,289,12837
CA,04/05/20,39512223,348,15034
CA,04/06/20,39512223,380,16019
CA,04/07/20,39512223,432,17351
CA,04/08/20,39512223,495,18897
CA,04/09/20,39512223,544,19710
CO,01/22/20,5758736,0,0
CO,01/23/20,5758736,0,0
CO,01/24/20,5758736,0,0
CO,01/25/20,5758736,0,0
CO,01/26/20,5758736,0,0
CO,01/27/20,5758736,0,0
CO,01/28/20,5758736,0,0
CO,01/29/20,5758736,0,0
CO,01/30/20,5758736,0,0
CO,01/31/20,5758736,0,0
CO,02/01/20,5758736,0,0
CO,02/10/20,5758736,0,0
CO,02/11/20,5758736,0,0
CO,02/12/20,5758736,0,0
CO,02/13/20,5758736,0,0
CO,02/14/20,5758736,0,0
CO,02/15/20,5758736,0,0
CO,02/16/20,5758736,0,0
CO,02/17/20,5758736,0,0
CO,02/18/20,5758736,0,0
CO,02/19/20,5758736,0,0
CO,02/02/20,5758736,0,0
CO,02/20/20,5758736,0,0
CO,02/21/20,5758736,0,0
CO,02/22/20,5758736,0,0
CO,02/23/20,5758736,0,0
CO,02/24/20,5758736,0,0
CO,02/25/20,5758736,0,0
CO,02/26/20,5758736,0,0
CO,02/27/20,5758736,0,0
CO,02/28/20,5758736,0,0
CO,02/29/20,5758736,0,0
CO,02/03/20,5758736,0,0
CO,02/04/20,5758736,0,0
CO,02/05/20,5758736,0,0
CO,02/06/20,5758736,0,0
CO,02/07/20,5758736,0,0
CO,02/08/20,5758736,0,0
CO,02/09/20,5758736,0,0
CO,03/01/20,5758736,0,0
CO,03/10/20,5758736,0,14
CO,03/11/20,5758736,0,30
CO,03/12/20,5758736,0,45
CO,03/13/20,5758736,1,76
CO,03/14/20,5758736,0,101
CO,03/15/20,5758736,1,99
CO,03/16/20,5758736,1,132
CO,03/17/20,5758736,2,167
CO,03/18/20,5758736,2,218
CO,03/19/20,5758736,4,277
CO,03/02/20,5758736,0,0
CO,03/20/20,5758736,4,363
CO,03/21/20,5758736,6,475
CO,03/22/20,5758736,6,591
CO,03/23/20,5758736,7,704
CO,03/24/20,5758736,8,723
CO,03/25/20,5758736,16,1021
CO,03/26/20,5758736,19,1430
CO,03/27/20,5758736,27,1433
CO,03/28/20,5758736,31,1740
CO,03/29/20,5758736,47,2307
CO,03/03/20,5758736,0,0
CO,03/30/20,5758736,47,2311
CO,03/31/20,5758736,69,2966
CO,03/04/20,5758736,0,0
CO,03/05/20,5758736,0,0
CO,03/06/20,5758736,0,3
CO,03/07/20,5758736,0,7
CO,03/08/20,5758736,0,7
CO,03/09/20,5758736,0,7
CO,04/01/20,5758736,69,2982
CO,04/10/20,5758736,226,6202
CO,04/11/20,5758736,250,6513
CO,04/02/20,5758736,80,3342
CO,04/03/20,5758736,97,3742
CO,04/04/20,5758736,111,4188
CO,04/05/20,5758736,140,4950
CO,04/06/20,5758736,150,5183
CO,04/07/20,5758736,179,5429
CO,04/08/20,5758736,193,5655
CO,04/09/20,5758736,193,5655
CT,01/22/20,3565287,0,0
CT,01/23/20,3565287,0,0
CT,01/24/20,3565287,0,0
CT,01/25/20,3565287,0,0
CT,01/26/20,3565287,0,0
CT,01/27/20,3565287,0,0
CT,01/28/20,3565287,0,0
CT,01/29/20,3565287,0,0
CT,01/30/20,3565287,0,0
CT,01/31/20,3565287,0,0
CT,02/01/20,3565287,0,0
CT,02/10/20,3565287,0,0
CT,02/11/20,3565287,0,0
CT,02/12/20,3565287,0,0
CT,02/13/20,3565287,0,0
CT,02/14/20,3565287,0,0
CT,02/15/20,3565287,0,0
CT,02/16/20,3565287,0,0
CT,02/17/20,3565287,0,0
CT,02/18/20,3565287,0,0
CT,02/19/20,3565287,0,0
CT,02/02/20,3565287,0,0
CT,02/20/20,3565287,0,0
CT,02/21/20,3565287,0,0
CT,02/22/20,3565287,0,0
CT,02/23/20,3565287,0,0
CT,02/24/20,3565287,0,0
CT,02/25/20,3565287,0,0
CT,02/26/20,3565287,0,0
CT,02/27/20,3565287,0,0
CT,02/28/20,3565287,0,0
CT,02/29/20,3565287,0,0
CT,02/03/20,3565287,0,0
CT,02/04/20,3565287,0,0
CT,02/05/20,3565287,0,0
CT,02/06/20,3565287,0,0
CT,02/07/20,3565287,0,0
CT,02/08/20,3565287,0,0
CT,02/09/20,3565287,0,0
CT,03/01/20,3565287,0,0
CT,03/10/20,3565287,0,1
CT,03/11/20,3565287,0,3
CT,03/12/20,3565287,0,5
CT,03/13/20,3565287,0,11
CT,03/14/20,3565287,0,23
CT,03/15/20,3565287,0,24
CT,03/16/20,3565287,0,41
CT,03/17/20,3565287,0,68
CT,03/18/20,3565287,1,96
CT,03/19/20,3565287,3,159
CT,03/02/20,3565287,0,0
CT,03/20/20,3565287,4,194
CT,03/21/20,3565287,4,194
CT,03/22/20,3565287,8,327
CT,03/23/20,3565287,10,415
CT,03/24/20,3565287,12,618
CT,03/25/20,3565287,19,875
CT,03/26/20,3565287,21,1012
CT,03/27/20,3565287,27,1291
CT,03/28/20,3565287,33,1524
CT,03/29/20,3565287,34,1993
CT,03/03/20,3565287,0,0
CT,03/30/20,3565287,36,2571
CT,03/31/20,3565287,69,3128
CT,03/04/20,3565287,0,0
CT,03/05/20,3565287,0,0
CT,03/06/20,3565287,0,0
CT,03/07/20,3565287,0,0
CT,03/08/20,3565287,0,0
CT,03/09/20,3565287,0,0
CT,04/01/20,3565287,85,3557
CT,04/10/20,3565287,448,10538
CT,04/11/20,3565287,494,11510
CT,04/02/20,3565287,112,3824
CT,04/03/20,3565287,131,4914
CT,04/04/20,3565287,165,5276
CT,04/05/20,3565287,189,5675
CT,04/06/20,3565287,206,6906
CT,04/07/20,3565287,277,7781
CT,04/08/20,3565287,326,7781
CT,04/09/20,3565287,380,9784
DC,01/22/20,705749,0,0
DC,01/23/20,705749,0,0
DC,01/24/20,705749,0,0
DC,01/25/20,705749,0,0
DC,01/26/20,705749,0,0
DC,01/27/20,705749,0,0
DC,01/28/20,705749,0,0
DC,01/29/20,705749,0,0
DC,01/30/20,705749,0,0
DC,01/31/20,705749,0,0
DC,02/01/20,705749,0,0
DC,02/10/20,705749,0,0
DC,02/11/20,705749,0,0
DC,02/12/20,705749,0,0
DC,02/13/20,705749,0,0
DC,02/14/20,705749,0,0
DC,02/15/20,705749,0,0
DC,02/16/20,705749,0,0
DC,02/17/20,705749,0,0
DC,02/18/20,705749,0,0
DC,02/19/20,705749,0,0
DC,02/02/20,705749,0,0
DC,02/20/20,705749,0,0
DC,02/21/20,705749,0,0
DC,02/22/20,705749,0,0
DC,02/23/20,705749,0,0
DC,02/24/20,705749,0,0
DC,02/25/20,705749,0,0
DC,02/26/20,705749,0,0
DC,02/27/20,705749,0,0
DC,02/28/20,705749,0,0
DC,02/29/20,705749,0,0
DC,02/03/20,705749,0,0
DC,02/04/20,705749,0,0
DC,02/05/20,705749,0,0
DC,02/06/20,705749,0,0
DC,02/07/20,705749,0,0
DC,02/08/20,705749,0,0
DC,02/09/20,705749,0,0
DC,03/01/20,705749,0,0
DC,03/10/20,705749,0,0
DC,03/11/20,705749,0,0
DC,03/12/20,705749,0,0
DC,03/13/20,705749,0,0
DC,03/14/20,705749,0,0
DC,03/15/20,705749,0,0
DC,03/16/20,705749,0,22
DC,03/17/20,705749,0,22
DC,03/18/20,705749,0,31
DC,03/19/20,705749,0,40
DC,03/02/20,705749,0,0
DC,03/20/20,705749,1,71
DC,03/21/20,705749,0,98
DC,03/22/20,705749,2,102
DC,03/23/20,705749,2,120
DC,03/24/20,705749,2,141
DC,03/25/20,705749,2,187
DC,03/26/20,705749,3,231
DC,03/27/20,705749,3,271
DC,03/28/20,705749,4,304
DC,03/29/20,705749,5,342
DC,03/03/20,705749,0,0
DC,03/30/20,705749,9,401
DC,03/31/20,705749,9,495
DC,03/04/20,705749,0,0
DC,03/05/20,705749,0,0
DC,03/06/20,705749,0,0
DC,03/07/20,705749,0,0
DC,03/08/20,705749,0,0
DC,03/09/20,705749,0,0
DC,04/01/20,705749,9,586
DC,04/10/20,705749,38,1660
DC,04/11/20,705749,47,1778
DC,04/02/20,705749,12,653
DC,04/03/20,705749,15,757
DC,04/04/20,705749,21,902
DC,04/05/20,705749,22,1002
DC,04/06/20,705749,24,1097
DC,04/07/20,705749,22,1211
DC,04/08/20,705749,27,1440
DC,04/09/20,705749,32,1523
DE,01/22/20,973764,0,0
DE,01/23/20,973764,0,0
DE,01/24/20,973764,0,0
DE,01/25/20,973764,0,0
DE,01/26/20,973764,0,0
DE,01/27/20,973764,0,0
DE,01/28/20,973764,0,0
DE,01/29/20,973764,0,0
DE,01/30/20,973764,0,0
DE,01/31/20,973764,0,0
DE,02/01/20,973764,0,0
DE,02/10/20,973764,0,0
DE,02/11/20,973764,0,0
DE,02/12/20,973764,0,0
DE,02/13/20,973764,0,0
DE,02/14/20,973764,0,0
DE,02/15/20,973764,0,0
DE,02/16/20,973764,0,0
DE,02/17/20,973764,0,0
DE,02/18/20,973764,0,0
DE,02/19/20,973764,0,0
DE,02/02/20,973764,0,0
DE,02/20/20,973764,0,0
DE,02/21/20,973764,0,0
DE,02/22/20,973764,0,0
DE,02/23/20,973764,0,0
DE,02/24/20,973764,0,0
DE,02/25/20,973764,0,0
DE,02/26/20,973764,0,0
DE,02/27/20,973764,0,0
DE,02/28/20,973764,0,0
DE,02/29/20,973764,0,0
DE,02/03/20,973764,0,0
DE,02/04/20,973764,0,0
DE,02/05/20,973764,0,0
DE,02/06/20,973764,0,0
DE,02/07/20,973764,0,0
DE,02/08/20,973764,0,0
DE,02/09/20,973764,0,0
DE,03/01/20,973764,0,0
DE,03/10/20,973764,0,0
DE,03/11/20,973764,0,1
DE,03/12/20,973764,0,1
DE,03/13/20,973764,0,4
DE,03/14/20,973764,0,6
DE,03/15/20,973764,0,6
DE,03/16/20,973764,0,8
DE,03/17/20,973764,0,16
DE,03/18/20,973764,0,19
DE,03/19/20,973764,0,30
DE,03/02/20,973764,0,0
DE,03/20/20,973764,0,39
DE,03/21/20,973764,0,45
DE,03/22/20,973764,0,56
DE,03/23/20,973764,0,68
DE,03/24/20,973764,0,104
DE,03/25/20,973764,0,119
DE,03/26/20,973764,1,130
DE,03/27/20,973764,2,163
DE,03/28/20,973764,5,214
DE,03/29/20,973764,6,232
DE,03/03/20,973764,0,0
DE,03/30/20,973764,6,264
DE,03/31/20,973764,10,319
DE,03/04/20,973764,0,0
DE,03/05/20,973764,0,0
DE,03/06/20,973764,0,0
DE,03/07/20,973764,0,0
DE,03/08/20,973764,0,0
DE,03/09/20,973764,0,0
DE,04/01/20,973764,11,368
DE,04/10/20,973764,32,1326
DE,04/11/20,973764,33,1479
DE,04/02/20,973764,12,393
DE,04/03/20,973764,14,450
DE,04/04/20,973764,14,593
DE,04/05/20,973764,14,673
DE,04/06/20,973764,15,783
DE,04/07/20,973764,16,928
DE,04/08/20,973764,19,1116
DE,04/09/20,973764,23,1209
FL,01/22/20,21477737,0,0
FL,01/23/20,21477737,0,0
FL,01/24/20,21477737,0,0
FL,01/25/20,21477737,0,0
FL,01/26/20,21477737,0,0
FL,01/27/20,21477737,0,0
FL,01/28/20,21477737,0,0
FL,01/29/20,21477737,0,0
FL,01/30/20,21477737,0,0
FL,01/31/20,21477737,0,0
FL,02/01/20,21477737,0,0
FL,02/10/20,21477737,0,0
FL,02/11/20,21477737,0,0
FL,02/12/20,21477737,0,0
FL,02/13/20,21477737,0,0
FL,02/14/20,21477737,0,0
FL,02/15/20,21477737,0,0
FL,02/16/20,21477737,0,0
FL,02/17/20,21477737,0,0
FL,02/18/20,21477737,0,0
FL,02/19/20,21477737,0,0
FL,02/02/20,21477737,0,0
FL,02/20/20,21477737,0,0
FL,02/21/20,21477737,0,0
FL,02/22/20,21477737,0,0
FL,02/23/20,21477737,0,0
FL,02/24/20,21477737,0,0
FL,02/25/20,21477737,0,0
FL,02/26/20,21477737,0,0
FL,02/27/20,21477737,0,0
FL,02/28/20,21477737,0,0
FL,02/29/20,21477737,0,0
FL,02/03/20,21477737,0,0
FL,02/04/20,21477737,0,0
FL,02/05/20,21477737,0,0
FL,02/06/20,21477737,0,0
FL,02/07/20,21477737,0,0
FL,02/08/20,21477737,0,0
FL,02/09/20,21477737,0,0
FL,03/01/20,21477737,0,0
FL,03/10/20,21477737,2,15
FL,03/11/20,21477737,2,24
FL,03/12/20,21477737,2,30
FL,03/13/20,21477737,2,50
FL,03/14/20,21477737,2,76
FL,03/15/20,21477737,3,100
FL,03/16/20,21477737,3,101
FL,03/17/20,21477737,5,190
FL,03/18/20,21477737,7,306
FL,03/19/20,21477737,9,432
FL,03/02/20,21477737,0,1
FL,03/20/20,21477737,11,564
FL,03/21/20,21477737,13,763
FL,03/22/20,21477737,13,1004
FL,03/23/20,21477737,18,1227
FL,03/24/20,21477737,18,1412
FL,03/25/20,21477737,23,1682
FL,03/26/20,21477737,29,2357
FL,03/27/20,21477737,35,2900
FL,03/28/20,21477737,54,3763
FL,03/29/20,21477737,56,4246
FL,03/03/20,21477737,0,2
FL,03/30/20,21477737,63,5473
FL,03/31/20,21477737,85,6741
FL,03/04/20,21477737,0,2
FL,03/05/20,21477737,0,3
FL,03/06/20,21477737,0,3
FL,03/07/20,21477737,0,7
FL,03/08/20,21477737,2,10
FL,03/09/20,21477737,2,13
FL,04/01/20,21477737,87,6956
FL,04/10/20,21477737,390,17531
FL,04/11/20,21477737,438,18494
FL,04/02/20,21477737,164,9008
FL,04/03/20,21477737,170,10268
FL,04/04/20,21477737,195,11537
FL,04/05/20,21477737,221,12350
FL,04/06/20,21477737,236,13324
FL,04/07/20,21477737,283,14545
FL,04/08/20,21477737,309,15456
FL,04/09/20,21477737,354,16364
GA,01/22/20,10617423,0,0
GA,01/23/20,10617423,0,0
GA,01/24/20,10617423,0,0
GA,01/25/20,10617423,0,0
GA,01/26/20,10617423,0,0
GA,01/27/20,10617423,0,0
GA,01/28/20,10617423,0,0
GA,01/29/20,10617423,0,0
GA,01/30/20,10617423,0,0
GA,01/31/20,10617423,0,0
GA,02/01/20,10617423,0,0
GA,02/10/20,10617423,0,0
GA,02/11/20,10617423,0,0
GA,02/12/20,10617423,0,0
GA,02/13/20,10617423,0,0
