"","Region","Confirmed","Day_Confirmed","Date","Cumulative_tests","Day_test"
"1310","MA",413,85,"20200320",4091,959
"1311","MD",149,42,"20200320",243,42
"1312","ME",57,4,"20200320",2321,264
"1313","MI",549,213,"20200320",3295,1174
"1314","MN",115,26,"20200320",3856,818
"1315","MO",47,23,"20200320",416,84
"1316","MP",0,0,"20200320",0,0
"1317","MS",80,30,"20200320",775,173
"1318","MT",16,4,"20200320",947,174
"1319","NC",137,40,"20200320",3233,728
"1320","ND",20,5,"20200320",820,312
"1321","NE",32,5,"20200320",272,5
"1322","NH",44,5,"20200320",789,129
"1323","NJ",890,148,"20200320",1154,202
"1324","NM",43,8,"20200320",3814,1017
"1325","NV",109,14,"20200320",2101,380
"1326","NY",7102,2950,"20200320",32427,10143
"1327","OH",169,50,"20200320",309,50
"1328","OK",49,5,"20200320",587,77
"1329","OR",114,26,"20200320",2117,700
"1330","PA",268,83,"20200320",2842,1049
"1331","PR",14,9,"20200320",128,67
"1332","RI",54,10,"20200320",854,156
"1333","SC",81,21,"20200320",914,271
"1334","SD",14,3,"20200320",677,115
"1335","TN",228,74,"20200320",791,288
"1336","TX",194,51,"20200320",5277,2922
"1337","UT",112,34,"20200320",2147,621
"1338","VA",114,20,"20200320",2325,402
"1339","VI",3,0,"20200320",3,0
"1340","VT",29,7,"20200320",808,141
"1341","WA",1773,238,"20200320",21109,3656
"1342","WI",206,51,"20200320",3661,1314
"1343","WV",7,5,"20200320",226,81
"1344","WY",19,1,"20200320",350,61
"1345","AK",6,0,"20200319",438,26
"1346","AL",68,22,"20200319",96,22
"1347","AR",46,13,"20200319",356,87
"1348","AS",0,0,"20200319",0,0
"1349","AZ",44,16,"20200319",219,43
"1350","CA",924,313,"20200319",9711,1119
"1351","CO",216,33,"20200319",2328,528
"1352","CT",96,28,"20200319",700,507
"1353","DC",39,8,"20200319",192,23
"1354","DE",30,5,"20200319",66,5
"1355","FL",390,76,"20200319",1923,384
"1356","GA",287,90,"20200319",1831,323
"1357","GU",12,4,"20200319",81,16
"1358","HI",16,2,"20200319",109,2
"1359","IA",38,9,"20200319",121,9
"1360","ID",11,2,"20200319",470,2
"1361","IL",422,134,"20200319",3147,1096
"1362","IN",56,17,"20200319",380,187
"1363","KS",34,18,"20200319",451,18
"1364","KY",35,9,"20200319",489,109
"1365","LA",347,107,"20200319",805,230
"1366","MA",328,72,"20200319",3132,861
"1367","MD",107,22,"20200319",201,22
"1368","ME",53,10,"20200319",2057,344
"1369","MI",336,256,"20200319",2121,826
"1370","MN",89,12,"20200319",3038,276
"1371","MO",24,11,"20200319",332,66
"1372","MP",0,0,"20200319",0,0
"1373","MS",50,16,"20200319",602,89
"1374","MT",12,2,"20200319",773,264
"1375","NC",97,34,"20200319",2505,655
"1376","ND",15,9,"20200319",508,234
"1377","NE",27,3,"20200319",267,37
"1378","NH",39,13,"20200319",660,121
"1379","NJ",742,315,"20200319",952,335
"1380","NM",35,7,"20200319",2797,443
"1381","NV",95,40,"20200319",1721,1498
"1382","NY",4152,1770,"20200319",22284,7687
"1383","OH",119,31,"20200319",259,31
"1384","OK",44,15,"20200319",510,103
"1385","OR",88,13,"20200319",1417,224
"1386","PA",185,52,"20200319",1793,473
"1387","PR",5,0,"20200319",61,25
"1388","RI",44,11,"20200319",698,125
"1389","SC",60,0,"20200319",643,0
"1390","SD",11,0,"20200319",562,0
"1391","TN",154,56,"20200319",503,56
"1392","TX",143,60,"20200319",2355,448
"1393","UT",78,15,"20200319",1526,1332
"1394","VA",94,17,"20200319",1923,645
"1395","VI",3,1,"20200319",3,1
"1396","VT",22,3,"20200319",667,56
"1397","WA",1535,147,"20200319",17453,2948
"1398","WI",155,49,"20200319",2347,664
"1399","WV",2,1,"20200319",145,22
"1400","WY",18,3,"20200319",289,96
"1401","AK",6,3,"20200318",412,75
"1402","AL",46,10,"20200318",74,10
"1403","AR",33,11,"20200318",269,50
"1404","AS",0,0,"20200318",0,0
"1405","AZ",28,8,"20200318",176,14
"1406","CA",611,128,"20200318",8592,128
"1407","CO",183,23,"20200318",1800,584
"1408","CT",68,27,"20200318",193,27
"1409","DC",31,9,"20200318",169,43
"1410","DE",25,9,"20200318",61,9
"1411","FL",314,128,"20200318",1539,413
"1412","GA",197,51,"20200318",1508,1362
"1413","GU",8,3,"20200318",65,19
"1414","HI",14,4,"20200318",107,97
"1415","IA",29,6,"20200318",112,6
"1416","ID",9,2,"20200318",468,115
"1417","IL",288,129,"20200318",2051,552
"1418","IN",39,9,"20200318",193,34
"1419","KS",16,1,"20200318",433,36
"1420","KY",26,4,"20200318",380,63
"1421","LA",240,69,"20200318",575,118
"1422","MA",256,38,"20200318",2271,512
"1423","MD",85,28,"20200318",179,28
"1424","ME",43,11,"20200318",1713,378
"1425","MI",80,15,"20200318",1295,604
"1426","MN",77,17,"20200318",2762,426
"1427","MO",13,5,"20200318",266,51
"1428","MP",0,0,"20200318",0,0
"1429","MS",34,13,"20200318",513,124
"1430","MT",10,2,"20200318",509,198
"1431","NC",63,23,"20200318",1850,1336
"1432","ND",6,3,"20200318",274,51
"1433","NE",24,3,"20200318",230,3
"1434","NH",26,9,"20200318",539,167
"1435","NJ",427,160,"20200318",617,187
"1436","NM",28,5,"20200318",2354,1082
"1437","NV",55,0,"20200318",223,0
"1438","NY",2382,682,"20200318",14597,7391
"1439","OH",88,21,"20200318",228,21
"1440","OK",29,12,"20200318",407,143
"1441","OR",75,28,"20200318",1193,457
"1442","PA",133,37,"20200318",1320,345
"1443","PR",5,0,"20200318",36,18
"1444","RI",33,10,"20200318",573,147
"1445","SC",60,27,"20200318",643,299
"1446","SD",11,0,"20200318",562,0
"1447","TN",98,25,"20200318",447,44
"1448","TX",83,19,"20200318",1907,639
"1449","UT",63,12,"20200318",194,12
"1450","VA",77,10,"20200318",1278,250
"1451","VI",2,0,"20200318",2,0
"1452","VT",19,9,"20200318",611,106
"1453","WA",1388,170,"20200318",14505,1705
"1454","WI",106,34,"20200318",1683,573
"1455","WV",1,1,"20200318",123,43
"1456","WY",15,5,"20200318",193,88
"1457","AK",3,2,"20200317",337,193
"1458","AL",36,8,"20200317",64,8
"1459","AR",22,0,"20200317",219,65
"1460","AS",0,0,"20200317",0,0
"1461","AZ",20,2,"20200317",162,19
"1462","CA",483,148,"20200317",8464,148
"1463","CO",160,29,"20200317",1216,458
"1464","CT",41,15,"20200317",166,15
"1465","DC",22,5,"20200317",126,13
"1466","DE",16,8,"20200317",52,8
"1467","FL",186,45,"20200317",1126,301
"1468","GA",146,25,"20200317",146,25
"1469","GU",5,2,"20200317",46,20
"1470","HI",10,3,"20200317",10,3
"1471","IA",23,1,"20200317",106,1
"1472","ID",7,2,"20200317",353,83
"1473","IL",159,66,"20200317",1499,474
"1474","IN",30,6,"20200317",159,20
"1475","KS",15,4,"20200317",397,220
"1476","KY",22,1,"20200317",317,62
"1477","LA",171,57,"20200317",457,155
"1478","MA",218,54,"20200317",1759,1243
"1479","MD",57,20,"20200317",151,20
"1480","ME",32,15,"20200317",1335,554
"1481","MI",65,12,"20200317",691,366
"1482","MN",60,6,"20200317",2336,443
"1483","MO",8,2,"20200317",215,45
"1484","MP",0,0,"20200317",0,0
"1485","MS",21,9,"20200317",389,100
"1486","MT",8,1,"20200317",311,106
"1487","NC",40,7,"20200317",514,185
"1488","ND",3,2,"20200317",223,99
"1489","NE",21,3,"20200317",227,39
"1490","NH",17,4,"20200317",372,88
"1491","NJ",267,89,"20200317",430,132
"1492","NM",23,6,"20200317",1272,689
"1493","NV",55,10,"20200317",223,10
"1494","NY",1700,750,"20200317",7206,1713
"1495","OH",67,17,"20200317",207,17
"1496","OK",17,7,"20200317",264,80
"1497","OR",47,8,"20200317",736,118
"1498","PA",96,20,"20200317",975,229
"1499","PR",5,0,"20200317",18,4
"1500","RI",23,2,"20200317",426,97
"1501","SC",33,5,"20200317",344,81
"1502","SD",11,1,"20200317",562,58
"1503","TN",73,21,"20200317",403,81
"1504","TX",64,7,"20200317",1268,1211
"1505","UT",51,12,"20200317",182,12
"1506","VA",67,16,"20200317",1028,539
"1507","VI",2,1,"20200317",2,1
"1508","VT",10,2,"20200317",505,76
"1509","WA",1218,166,"20200317",12800,2297
"1510","WI",72,25,"20200317",1110,559
"1511","WV",0,0,"20200317",80,0
"1512","WY",10,7,"20200317",105,102
"1513","AK",1,0,"20200316",144,0
"1514","AL",28,16,"20200316",56,16
"1515","AR",22,6,"20200316",154,35
"1516","AS",0,0,"20200316",0,0
"1517","AZ",18,6,"20200316",143,10
"1518","CA",335,42,"20200316",8316,7107
"1519","CO",131,0,"20200316",758,0
"1520","CT",26,6,"20200316",151,6
"1521","DC",17,1,"20200316",113,18
"1522","DE",8,2,"20200316",44,2
"1523","FL",141,25,"20200316",825,31
"1524","GA",121,22,"20200316",121,22
"1525","GU",3,0,"20200316",26,0
"1526","HI",7,5,"20200316",7,5
"1527","IA",22,4,"20200316",105,4
"1528","ID",5,0,"20200316",270,91
"1529","IL",93,29,"20200316",1025,512
"1530","IN",24,5,"20200316",139,18
"1531","KS",11,3,"20200316",177,34
"1532","KY",21,5,"20200316",255,100
"1533","LA",114,23,"20200316",302,55
"1534","MA",164,26,"20200316",516,26
"1535","MD",37,6,"20200316",131,6
"1536","ME",17,14,"20200316",781,687
"1537","MI",53,20,"20200316",325,87
"1538","MN",54,19,"20200316",1893,471
"1539","MO",6,1,"20200316",170,43
"1540","MP",0,0,"20200316",0,0
"1541","MS",12,2,"20200316",289,195
"1542","MT",7,0,"20200316",205,95
"1543","NC",33,1,"20200316",329,70
"1544","ND",1,0,"20200316",124,28
"1545","NE",18,1,"20200316",188,91
"1546","NH",13,0,"20200316",284,0
"1547","NJ",178,80,"20200316",298,80
"1548","NM",17,4,"20200316",583,88
"1549","NV",45,24,"20200316",213,24
"1550","NY",950,221,"20200316",5493,221
"1551","OH",50,14,"20200316",190,15
"1552","OK",10,1,"20200316",184,57
"1553","OR",39,3,"20200316",618,162
"1554","PA",76,13,"20200316",746,478
"1555","PR",5,0,"20200316",14,0
"1556","RI",21,1,"20200316",329,38
"1557","SC",28,9,"20200316",263,90
"1558","SD",10,1,"20200316",504,168
"1559","TN",52,13,"20200316",322,126
"1560","TX",57,1,"20200316",57,1
"1561","UT",39,11,"20200316",170,11
"1562","VA",51,6,"20200316",489,81
"1563","VI",1,0,"20200316",1,0
"1564","VT",8,4,"20200316",429,77
"1565","WA",1052,128,"20200316",10503,2457
"1566","WI",47,14,"20200316",551,205
"1567","WV",0,0,"20200316",80,42
"1568","WY",3,0,"20200316",3,0
"1569","AK",1,0,"20200315",144,0
"1570","AL",12,6,"20200315",40,12
"1571","AR",16,4,"20200315",119,42
"1572","AZ",12,0,"20200315",133,0
"1573","CA",293,41,"20200315",1209,41
"1574","CO",131,30,"20200315",758,47
"1575","CT",20,9,"20200315",145,9
"1576","DC",16,6,"20200315",95,36
"1577","DE",6,0,"20200315",42,0
"1578","FL",116,39,"20200315",794,239
"1579","GA",99,33,"20200315",99,33
"1580","HI",2,0,"20200315",2,0
"1581","IA",18,1,"20200315",101,1
"1582","ID",5,3,"20200315",179,3
"1583","IL",64,18,"20200315",513,151
"1584","IN",19,4,"20200315",121,32
"1585","KS",8,2,"20200315",143,44
"1586","KY",16,2,"20200315",155,2
"1587","LA",91,22,"20200315",247,69
"1588","MA",138,0,"20200315",490,0
"1589","MD",31,5,"20200315",125,5
"1590","ME",3,0,"20200315",94,0
"1591","MI",33,8,"20200315",238,8
"1592","MN",35,14,"20200315",1422,554
"1593","MO",5,1,"20200315",127,33
"1594","MS",10,4,"20200315",94,4
"1595","MT",7,2,"20200315",110,2
"1596","NC",32,9,"20200315",259,99
"1597","ND",1,0,"20200315",96,41
"1598","NE",17,3,"20200315",97,3
"1599","NH",13,6,"20200315",284,65
"1600","NJ",98,48,"20200315",218,71
"1601","NM",13,3,"20200315",495,248
"1602","NV",21,1,"20200315",189,1
"1603","NY",729,205,"20200315",5272,1969
"1604","OH",36,23,"20200315",175,112
"1605","OK",9,5,"20200315",127,87
"1606","OR",36,6,"20200315",456,89
"1607","PA",63,16,"20200315",268,16
"1608","RI",20,0,"20200315",291,73
"1609","SC",19,6,"20200315",173,50
"1610","SD",9,0,"20200315",336,145
"1611","TN",39,7,"20200315",196,34
"1612","TX",56,5,"20200315",56,5
"1613","UT",28,22,"20200315",159,22
"1614","VA",45,15,"20200315",408,261
"1615","VT",4,0,"20200315",352,121
"1616","WA",924,131,"20200315",8046,1252
"1617","WI",33,14,"20200315",346,158
"1618","WV",0,0,"20200315",38,12
"1619","WY",3,1,"20200315",3,1
"1620","AK",1,0,"20200314",144,84
"1621","AL",6,5,"20200314",28,16
"1622","AR",12,3,"20200314",77,38
"1623","AZ",12,3,"20200314",133,30
"1624","CA",252,50,"20200314",1168,50
"1625","CO",101,29,"20200314",711,115
"1626","CT",11,5,"20200314",136,31
"1627","DC",10,0,"20200314",59,29
"1628","DE",6,2,"20200314",42,8
"1629","FL",77,27,"20200314",555,27
"1630","GA",66,24,"20200314",66,24
"1631","HI",2,0,"20200314",2,0
"1632","IA",17,1,"20200314",100,1
"1633","ID",2,2,"20200314",176,45
"1634","IL",46,14,"20200314",362,36
"1635","IN",15,3,"20200314",89,16
"1636","KS",6,0,"20200314",99,0
"1637","KY",14,3,"20200314",153,35
"1638","LA",69,33,"20200314",178,105
"1639","MA",138,15,"20200314",490,275
"1640","MD",26,9,"20200314",120,9
"1641","ME",3,0,"20200314",94,0
"1642","MI",25,9,"20200314",230,81
"1643","MN",21,7,"20200314",868,313
"1644","MO",4,2,"20200314",94,21
"1645","MS",6,2,"20200314",90,45
"1646","MT",5,4,"20200314",108,52
"1647","NC",23,8,"20200314",160,59
"1648","ND",1,0,"20200314",55,15
"1649","NE",14,1,"20200314",94,1
"1650","NH",7,1,"20200314",219,119
"1651","NJ",50,0,"20200314",147,0
"1652","NM",10,0,"20200314",247,47
"1653","NV",20,9,"20200314",188,9
"1654","NY",524,103,"20200314",3303,103
"1655","OH",13,0,"20200314",63,0
"1656","OK",4,1,"20200314",40,1
"1657","OR",30,0,"20200314",367,0
"1658","PA",47,6,"20200314",252,71
"1659","RI",20,6,"20200314",218,62
"1660","SC",13,1,"20200314",123,36
"1661","SD",9,0,"20200314",191,109
"1662","TN",32,6,"20200314",162,20
"1663","TX",51,12,"20200314",51,12
"1664","UT",6,0,"20200314",137,0
"1665","VA",30,0,"20200314",147,0
"1666","VT",4,2,"20200314",231,87
"1667","WA",793,100,"20200314",6794,1751
"1668","WI",19,0,"20200314",188,0
"1669","WV",0,0,"20200314",26,9
"1670","WY",2,1,"20200314",2,1
"1671","AK",1,1,"20200313",60,14
"1672","AL",1,1,"20200313",12,2
"1673","AR",9,3,"20200313",39,9
"1674","AZ",9,0,"20200313",103,12
"1675","CA",202,0,"20200313",1118,0
"1676","CO",72,27,"20200313",596,253
"1677","CT",6,0,"20200313",105,10
"1678","DC",10,0,"20200313",30,0
"1679","DE",4,0,"20200313",34,7
"1680","FL",50,18,"20200313",528,195
"1681","GA",42,11,"20200313",42,11
"1682","HI",2,0,"20200313",2,0
"1683","IA",16,2,"20200313",99,18
"1684","ID",0,0,"20200313",131,38
"1685","IL",32,7,"20200313",326,35
"1686","IN",12,0,"20200313",73,9
"1687","KS",6,2,"20200313",99,54
"1688","KY",11,3,"20200313",118,54
"1689","LA",36,22,"20200313",73,22
"1690","MA",123,28,"20200313",215,120
"1691","MD",17,5,"20200313",111,5
"1692","ME",3,2,"20200313",94,28
"1693","MI",16,14,"20200313",149,56
"1694","MN",14,5,"20200313",555,239
"1695","MO",2,1,"20200313",73,8
"1696","MS",4,3,"20200313",45,3
"1697","MT",1,0,"20200313",56,21
"1698","NC",15,3,"20200313",101,29
"1699","ND",1,0,"20200313",40,27
"1700","NE",13,3,"20200313",93,3
"1701","NH",6,0,"20200313",100,0
"1702","NJ",50,20,"20200313",147,43
"1703","NM",10,5,"20200313",200,40
"1704","NV",11,4,"20200313",179,4
"1705","NY",421,205,"20200313",3200,2892
"1706","OH",13,8,"20200313",63,28
"1707","OK",3,0,"20200313",39,0
"1708","OR",30,11,"20200313",367,62
"1709","PA",41,19,"20200313",181,43
"1710","RI",14,9,"20200313",156,57
"1711","SC",12,2,"20200313",87,29
"1712","SD",9,1,"20200313",82,47
"1713","TN",26,8,"20200313",142,45
"1714","TX",39,16,"20200313",39,16
"1715","UT",6,2,"20200313",137,2
"1716","VA",30,13,"20200313",147,13
"1717","VT",2,0,"20200313",144,45
"1718","WA",693,150,"20200313",5043,1463
"1719","WI",19,11,"20200313",188,96
"1720","WV",0,0,"20200313",17,10
"1721","WY",1,0,"20200313",1,0
"1722","AK",0,0,"20200312",46,0
"1723","AL",0,0,"20200312",10,0
"1724","AR",6,6,"20200312",30,18
"1725","AZ",9,0,"20200312",91,23
"1726","CA",202,45,"20200312",1118,45
"1727","CO",45,17,"20200312",343,64
"1728","CT",6,3,"20200312",95,21
"1729","DC",10,5,"20200312",30,5
"1730","DE",4,3,"20200312",27,9
"1731","FL",32,4,"20200312",333,4
"1732","GA",31,9,"20200312",31,9
"1733","HI",2,0,"20200312",2,0
"1734","IA",14,1,"20200312",81,22
"1735","ID",0,0,"20200312",93,26
"1736","IL",25,6,"20200312",291,28
"1737","IN",12,2,"20200312",64,21
"1738","KS",4,3,"20200312",45,3
"1739","KY",8,0,"20200312",64,10
"1740","LA",14,8,"20200312",51,8
"1741","MA",95,3,"20200312",95,3
"1742","MD",12,3,"20200312",106,3
"1743","ME",1,1,"20200312",66,24
"1744","MI",2,0,"20200312",93,34
"1745","MN",9,4,"20200312",316,94
"1746","MO",1,0,"20200312",65,64
"1747","MS",1,1,"20200312",42,22
"1748","MT",1,1,"20200312",35,14
"1749","NC",12,5,"20200312",72,65
"1750","ND",1,1,"20200312",13,6
"1751","NE",10,5,"20200312",90,38
"1752","NH",6,2,"20200312",100,58
"1753","NJ",30,6,"20200312",104,23
"1754","NM",5,2,"20200312",160,70
"1755","NV",7,2,"20200312",175,2
"1756","NY",216,0,"20200312",308,0
"1757","OH",5,1,"20200312",35,10
"1758","OK",3,1,"20200312",39,22
"1759","OR",19,0,"20200312",305,0
"1760","PA",22,6,"20200312",138,34
"1761","RI",5,0,"20200312",99,0
"1762","SC",10,1,"20200312",58,17
"1763","SD",8,3,"20200312",35,17
"1764","TN",18,11,"20200312",97,40
"1765","TX",23,2,"20200312",23,2
"1766","UT",4,2,"20200312",135,133
"1767","VA",17,8,"20200312",134,65
"1768","VT",2,1,"20200312",99,36
"1769","WA",543,69,"20200312",3580,931
"1770","WI",8,5,"20200312",92,46
"1771","WV",0,0,"20200312",7,4
"1772","WY",1,1,"20200312",1,1
"1773","AK",0,0,"20200311",46,23
"1774","AL",0,0,"20200311",10,10
"1775","AR",0,0,"20200311",12,0
"1776","AZ",9,3,"20200311",68,11
"1777","CA",157,24,"20200311",1073,250
"1778","CO",28,16,"20200311",279,125
"1779","CT",3,1,"20200311",74,18
"1780","DC",5,0,"20200311",25,3
"1781","DE",1,1,"20200311",18,1
"1782","FL",28,9,"20200311",329,88
"1783","GA",22,5,"20200311",22,5
"1784","HI",2,0,"20200311",2,0
"1785","IA",13,5,"20200311",59,19
"1786","ID",0,0,"20200311",67,26
"1787","IL",19,0,"20200311",263,0
"1788","IN",10,4,"20200311",43,7
"1789","KS",1,0,"20200311",42,24
"1790","KY",8,2,"20200311",54,20
"1791","LA",6,5,"20200311",43,31
"1792","MA",92,0,"20200311",92,0
"1793","MD",9,3,"20200311",103,8
"1794","ME",0,0,"20200311",42,22
"1795","MI",2,2,"20200311",59,20
"1796","MN",5,2,"20200311",222,87
"1797","MO",1,0,"20200311",1,0
"1798","MS",0,0,"20200311",20,20
"1799","MT",0,0,"20200311",21,6
"1800","NC",7,0,"20200311",7,0
"1801","ND",0,0,"20200311",7,1
"1802","NE",5,2,"20200311",52,2
"1803","NH",4,0,"20200311",42,0
"1804","NJ",24,9,"20200311",81,22
"1805","NM",3,3,"20200311",90,21
"1806","NV",5,4,"20200311",173,158
"1807","NY",216,43,"20200311",308,43
"1808","OH",4,1,"20200311",25,8
"1809","OK",2,0,"20200311",17,0
"1810","OR",19,4,"20200311",305,77
"1811","PA",16,4,"20200311",104,92
"1812","RI",5,2,"20200311",99,38
"1813","SC",9,2,"20200311",41,10
"1814","SD",5,5,"20200311",18,7
"1815","TN",7,0,"20200311",57,50
"1816","TX",21,8,"20200311",21,8
"1817","UT",2,0,"20200311",2,0
"1818","VA",9,1,"20200311",69,8
"1819","VT",1,0,"20200311",63,22
"1820","WA",474,84,"20200311",2649,1149
"1821","WI",3,1,"20200311",46,8
"1822","WV",0,0,"20200311",3,1
"1823","WY",0,0,"20200311",0,0
"1824","AK",0,0,"20200310",23,0
"1825","AL",0,0,"20200310",0,0
"1826","AR",0,0,"20200310",12,0
"1827","AZ",6,1,"20200310",57,8
"1828","CA",133,19,"20200310",823,19
"1829","CO",12,3,"20200310",154,12
"1830","CT",2,1,"20200310",56,9
"1831","DC",5,4,"20200310",22,7
"1832","DE",0,0,"20200310",17,2
"1833","FL",19,1,"20200310",241,83
"1834","GA",17,5,"20200310",17,5
"1835","HI",2,0,"20200310",2,0
"1836","IA",8,5,"20200310",40,11
"1837","ID",0,0,"20200310",41,0
"1838","IL",19,12,"20200310",263,65
"1839","IN",6,4,"20200310",36,34
"1840","KS",1,0,"20200310",18,6
"1841","KY",6,2,"20200310",34,13
"1842","LA",1,0,"20200310",12,6
"1843","MA",92,51,"20200310",92,51
"1844","MD",6,1,"20200310",95,17
"1845","ME",0,0,"20200310",20,19
"1846","MI",0,0,"20200310",39,3
"1847","MN",3,1,"20200310",135,53
"1848","MO",1,0,"20200310",1,0
"1849","MS",0,0,"20200310",0,0
"1850","MT",0,0,"20200310",15,4
"1851","NC",7,5,"20200310",7,5
"1852","ND",0,0,"20200310",6,6
"1853","NE",3,0,"20200310",50,11
"1854","NH",4,0,"20200310",42,0
"1855","NJ",15,4,"20200310",59,13
"1856","NM",0,0,"20200310",69,12
"1857","NV",1,0,"20200310",15,0
"1858","NY",173,31,"20200310",265,31
"1859","OH",3,0,"20200310",17,3
"1860","OK",2,1,"20200310",17,8
"1861","OR",15,1,"20200310",228,49
"1862","PA",12,2,"20200310",12,2
"1863","RI",3,0,"20200310",61,28
"1864","SC",7,0,"20200310",31,0
"1865","SD",0,0,"20200310",11,6
"1866","TN",7,4,"20200310",7,4
"1867","TX",13,1,"20200310",13,1
"1868","UT",2,1,"20200310",2,1
"1869","VA",8,5,"20200310",61,20
"1870","VT",1,0,"20200310",41,6
"1871","WA",390,47,"20200310",1500,47
"1872","WI",2,1,"20200310",38,1
"1873","WV",0,0,"20200310",2,0
"1874","WY",0,0,"20200310",0,0
"1875","AK",0,0,"20200309",23,9
"1876","AL",0,0,"20200309",0,0
"1877","AR",0,0,"20200309",12,6
"1878","AZ",5,0,"20200309",49,0
"1879","CA",114,26,"20200309",804,254
"1880","CO",9,1,"20200309",142,30
"1881","CT",1,0,"20200309",47,17
"1882","DC",1,0,"20200309",15,4
"1883","DE",0,0,"20200309",15,5
"1884","FL",18,1,"20200309",158,23
"1885","GA",12,5,"20200309",12,5
"1886","HI",2,1,"20200309",2,1
"1887","IA",3,3,"20200309",29,14
"1888","ID",0,0,"20200309",41,14
"1889","IL",7,1,"20200309",198,1
"1890","IN",2,0,"20200309",2,0
"1891","KS",1,0,"20200309",12,0
"1892","KY",4,3,"20200309",21,7
"1893","LA",1,1,"20200309",6,1
"1894","MA",41,28,"20200309",41,28
"1895","MD",5,2,"20200309",78,23
"1896","ME",0,0,"20200309",1,0
"1897","MI",0,0,"20200309",36,10
"1898","MN",2,1,"20200309",82,33
"1899","MO",1,0,"20200309",1,0
"1900","MS",0,0,"20200309",0,0
"1901","MT",0,0,"20200309",11,0
"1902","NC",2,0,"20200309",2,0
"1903","ND",0,0,"20200309",0,0
"1904","NE",3,2,"20200309",39,21
"1905","NH",4,0,"20200309",42,0
"1906","NJ",11,5,"20200309",46,9
"1907","NM",0,0,"20200309",57,9
"1908","NV",1,0,"20200309",15,0
"1909","NY",142,37,"20200309",234,37
"1910","OH",3,3,"20200309",14,4
"1911","OK",1,0,"20200309",9,0
"1912","OR",14,0,"20200309",179,65
"1913","PA",10,4,"20200309",10,4
"1914","RI",3,0,"20200309",33,0
"1915","SC",7,5,"20200309",31,21
"1916","SD",0,0,"20200309",5,0
"1917","TN",3,0,"20200309",3,0
"1918","TX",12,4,"20200309",12,4
"1919","UT",1,0,"20200309",1,0
"1920","VA",3,1,"20200309",41,3
"1921","VT",1,0,"20200309",35,6
"1922","WA",343,97,"20200309",1453,567
"1923","WI",1,0,"20200309",37,5
"1924","WV",0,0,"20200309",2,0
"1925","WY",0,0,"20200309",0,0
"1926","AK",0,0,"20200308",14,2
"1927","AL",0,0,"20200308",0,0
"1928","AR",0,0,"20200308",6,0
"1929","AZ",5,0,"20200308",49,0
"1930","CA",88,19,"20200308",550,19
"1931","CO",8,0,"20200308",112,49
"1932","CT",1,1,"20200308",30,30
"1933","DC",1,1,"20200308",11,3
"1934","DE",0,0,"20200308",10,0
"1935","FL",17,3,"20200308",135,21
"1936","GA",7,1,"20200308",7,1
"1937","HI",1,0,"20200308",1,0
"1938","IA",0,0,"20200308",15,0
"1939","ID",0,0,"20200308",27,0
"1940","IL",6,0,"20200308",197,0
"1941","IN",2,1,"20200308",2,1
"1942","KS",1,1,"20200308",12,1
"1943","KY",1,0,"20200308",14,4
"1944","LA",0,0,"20200308",5,5
"1945","MA",13,0,"20200308",13,0
"1946","MD",3,0,"20200308",55,11
"1947","ME",0,0,"20200308",1,0
"1948","MI",0,0,"20200308",26,8
"1949","MN",1,0,"20200308",49,0
"1950","MO",1,1,"20200308",1,1
"1951","MS",0,0,"20200308",0,0
"1952","MT",0,0,"20200308",11,0
"1953","NC",2,0,"20200308",2,0
"1954","ND",0,0,"20200308",0,0
"1955","NE",1,0,"20200308",18,0
"1956","NH",4,2,"20200308",42,20
"1957","NJ",6,2,"20200308",37,33
"1958","NM",0,0,"20200308",48,0
"1959","NV",1,0,"20200308",15,0
"1960","NY",105,29,"20200308",197,29
"1961","OH",0,0,"20200308",10,1
"1962","OK",1,0,"20200308",9,8
"1963","OR",14,7,"20200308",114,30
"1964","PA",6,2,"20200308",6,2
"1965","RI",3,1,"20200308",33,1
"1966","SC",2,0,"20200308",10,0
"1967","SD",0,0,"20200308",5,0
"1968","TN",3,2,"20200308",3,2
"1969","TX",8,0,"20200308",8,0
"1970","UT",1,0,"20200308",1,0
"1971","VA",2,2,"20200308",38,7
"1972","VT",1,1,"20200308",29,13
"1973","WA",246,65,"20200308",886,335
"1974","WI",1,0,"20200308",32,0
"1975","WV",0,0,"20200308",2,0
"1976","WY",0,0,"20200308",0,0
"1977","AK",0,0,"20200307",12,4
"1978","AL",0,0,"20200307",0,0
"1979","AR",0,0,"20200307",6,0
"1980","AZ",5,2,"20200307",49,13
"1981","CA",69,9,"20200307",531,9
"1982","CO",8,6,"20200307",63,15
"1983","CT",0,0,"20200307",0,0
"1984","DC",0,0,"20200307",8,0
"1985","DE",0,0,"20200307",10,0
"1986","FL",14,5,"20200307",114,50
"1987","GA",6,4,"20200307",6,4
"1988","HI",1,0,"20200307",1,0
"1989","IA",0,0,"20200307",15,0
"1990","ID",0,0,"20200307",27,0
"1991","IL",6,1,"20200307",197,12
"1992","IN",1,0,"20200307",1,0
"1993","KS",0,0,"20200307",11,7
"1994","KY",1,1,"20200307",10,3
"1995","LA",0,0,"20200307",0,0
"1996","MA",13,5,"20200307",13,5
"1997","MD",3,0,"20200307",44,15
"1998","ME",0,0,"20200307",1,0
"1999","MI",0,0,"20200307",18,10
